deceptive,ambassador,negative,MTurk,"I had heard good things about the Ambassador East and decided to stay there on vacation with my husband -- what a mistake! First off, they charge for being able to use the internet, which should be a given these days, especially for how much you pay for the room. The 'champagne' was cheap , I could have spent $15 to get my own bottle. The King room was just as small as a double room anyway. The bed was really hard, and crudely made. Maybe there was someone new on the staff that didn't know how to make a bed, but besides that, the sheets were starched to military stiffness. It was so uncomfortable! When I asked if we might get some new sheets, the staff were so incredibly rude and told me I was basically stuck with what I had because they're 'all that way'. I was appalled! Anyway, we gave it a shot and stayed there that night, in the mediocre luster of the room design. We didn't sleep well and didn't particularly enjoy ourselves, especially because apparently there was a wedding going on in the building because we could hear the party! I mean, talk about the opposite of peaceful! Again, we tried appealing to the staff to have our room moved away from the party, but they said they couldn't move us because of the romance package. What a jip! After the kind of 'fun' we'd had, we realized we couldn't handle anymore. We called for a manager the next morning and fought with him for a couple hours. We wanted to just cancel the second night of our stay, and he said he'd do that, but that we'd still be charged a percentage of it! After telling him everything that had happened and how displeased we were, we finally got him to not charge us and left to go stay at another hotel that was actually relaxing.
",,
deceptive,james,negative,MTurk,"A recent stay at the James Hotel-Chicago, revealed the the recent updating at this hotel was a facelift only. Although the rooms and public areas look nice, the hotel still needs serious work. Our first room was not clean when we arrived and this non-smoking room had a serious odor of cigarette smoke. We asked for a new room which was clean and odor free. We had to involve the Manager before our request was granted. The new room was better at first glance, but was severely lacking. We could not get the temperature properly regulated. The room was always either too hot or too cold for our two night stay. In a hotel commanding the rates of the James, we expect the room temperature to be a comfort which is taken for granted, not something which is a constant battle. Our mattress was horribly uncomfortable. When the rooms were updated, the James skipped new mattresses. Ours was worn to the point of having indentations you can't get out of--when you lie down, you sort of sink into a hole. This matter of basic comfort should not be an issue in a 'luxury' hotel. Last, but not least, we found the hotel to be loud at almost all times during our stay. In spite of the calming decor, the noise level was raucous and not at all conducive to a good night's sleep. All in all, we were unhappy with our accommodations at the James Chicago and would recommend you avoid the hotel even though it is in a convenient location. You will be happier almost anywhere else.
",,
deceptive,sofitel,negative,MTurk,"After booking a room over two months in advance at the Hotel Sofitel Chicago Watertower and confirming my reservation twice, I arrived to find that the front desk staff had 'no record' of my reservation and that the only rooms available were much more expensive than the room that I had reserved. When I asked to speak to a manager, it took almost half an hour for him to turn up. He did finally give me a room at the rate that I had been promised, but did not offer any compensatory discount or bonuses for my inconvenience. The room itself smelled of dog but was otherwise okay. Not worth the rate though. The website really makes this hotel seem upscale, clean, and well decorated, but the rooms are not in the style that you would expect from the lobby. The staff's response to my request to move to another room because of the obvious dog smell (which could only mean it hadn't been cleaned properly) was met with contempt. They did move me, but I did not get an apology. Will not stay again.
",,
deceptive,hilton,negative,MTurk,"I stayed at the Hilton Chicago during a recent business trip. I elected to go with their Executive Suite upgrade. All I can say is, 'What upgrade?' It's barely anything above what you get normally. And for the price I paid, I was expecting much better acommodations. Because I arrived around 10:30 the night I checked in (delayed flight) I did not get the concierge service as it stops at 10. I find that an odd hour to stop a service like that especially when you're expecting a guest who has not checked in yet. Beyond that, it took them 20 minutes to get me into my room. First it was a room mix-up, then it was a missing key card. That was extremely frustrating as I was tired and I had a presentation to give the next morning. Speaking of the next morning, the complimentary breakfast was a joke. When I just want a stale muffin and a bad cup of coffee for breakfast, I'll stay at the next Super 8 I find. And the wireless internet in the room that you actually have to pay for on top of everything else was a horrible connection with angonizingly slow speed. I will not be staying at the Hilton Chicago every again even though I frequent Chicago. This tops out my list of horrible hotel experiences by a long shot.
",,
deceptive,hilton,negative,MTurk,"I stayed at the Hilton Chicago back in July. For a 'luxury' hotel this place did not meet my expectations. For starters, we arrived fifteen minutes early for check in and were told that our room wouldn't be ready for at least another hour! I'm used to hotel rooms being ready well before check-in timee. Since we had to wait we decided to grab a drink at one of the hotel's restaurants, Kitty O'Sheas. Well, we must have used up almost that whole hour just waiting for drinks. Once we finally got to our room it was OK, although not great for the price. We had no view of anything to speak of even though we had paid for a view, and there were not extra towels as I had requested. We had to call room service twice to receive them, then another two times because our air conditioner wasn't working. Fees for internet were ridiculous and the phone service was terrible so I could barely use internet on my phone. Next time I'm in the Chicago area I won't be staying at the Hilton. I'd only recommend this hotel to people who want to waste money.
",,
deceptive,sofitel,negative,MTurk,"My husband and I stayed at the Sofitel Chicago Water Tower for three nights last month. We were celebrating our anniversary, so we decided to splurge on the Prestige Suite. According to the website, we were to be given either a city or park view, neither of which we had. Instead, our room was overlooking a dirty field with some sparse trees. The woman who checked us into our room was rude and impatient, and the man who helped with our bags was the same. When we got to the room, the beds were unkempt and the floors were in serious need of a vacuuming. The bathroom was dirty and there was dried toothpaste in the sink. My husband requested that we be given another room, preferably a clean one, but the clerk told us that there were no other rooms available. If given the chance, I would not stay at this hotel again, even if I were offered a free night.
",,
deceptive,sofitel,negative,MTurk,"Staying at the Sofitel was one of the less pleasurable experiences I have had in Chicago. Upon entering, there was no one offered to take my luggage so I was forced to carry it up to the check in desk. The front desk staff was not friendly or welcoming. The room was smaller than I expected and smelled of fake suede. I decided to have drink and some food in Le Bar and upon entering, I immediately noticed how dimly lit the room was. I could barely see the bartenders face. The drinks were alright and the food was sub-par compared to what I was expecting. After an hour, I was ready for bed so I returned to my room to lay down. The mattress was surprising stiff. The noise was higher than expected as well. Thankfully, it was only a one night stay.
",,
deceptive,sofitel,negative,MTurk,"Upon first inspection, Sofitel Chicago Water Tower looks like an excellent place to spend a few days in the heart of downtown Chicago, but appearances can certainly be deceiving. Best summed up, Sofitel is nothing more than a fancy Holiday Inn. It certainly shows that this hotel is part of a chain, even if it is an international one. The customer service is poor unless you look like you have $50 to tip someone. The furniture throughout the establishment looks and feels like it cane from Ikea. The rooms are dirty when you first walk in, the air feels stale, and the views are certainly all they're cracked up to be. None of this is worth a 'luxury' price or even worthy of a 'luxury' name. I will certainly not be staying here again.
",,
deceptive,sofitel,negative,MTurk,"I wish to express my dissatisfaction with my stay at the Sofitel Chicago Water Tower. My husband and I had planned a trip to Chicago for our tenth wedding anniversary. We had gone to great expense to fly his parents in from California so they could have time with their grandchildren. My husband and I had not gone on a honeymoon because he we got deployed to Iraq the week after we got married. Everyone was so excited! Mark and I had reservations for one of the junior suites. We hadn't gone to Chicago before to be tourists and were looking forward to the view which was offered. Unfortunately, when we got to our room, the view was disappointing. We had requested a non-smoking room and were assigned to one, but it was obvious to us that someone had smoked in there. I am asthmatic and became very ill. We asked to be moved to another room, but were told there were no other rooms (even downgrades) available. Nothing was done to try to make up for this. Because of my health, my husband and I checked out within hours of arriving for our romantic anniversary weekend. This is not how I had imagined spending such a special time. Now, when I think of my 10th anniversary, I will always have this memory to tarnish it.
",,
deceptive,james,negative,MTurk,"DO NOT STAY HERE!! My wife and I were visiting family in Chicago and decided to stay at the James. We had stayed at the James in New York happily so we came in with good expectations. What a mistake. Our room looked nothing like the ones pictured on the website. The bathroom was dirty and the bedding and furniture were disheveled. There was also a musty odor to the room. When we called the front desk to complain they were quite rude. We ended up leaving and staying in a different hotel for the duration of our stay.
",,
